,recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access
10,39706551,"{'steamid': '76561197993121224', 'num_games_owned': 93, 'num_reviews': 6, 'playtime_forever': 34150, 'playtime_last_two_weeks': 0, 'last_played': 1567860439}",english,"SAVE PUBG, ITS A GREAT GAME

#RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina# RegionLockChina # RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina#RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina# RegionLockChina # RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina #RegionLockChina",1517234804,1517234804,True,800,142,0.870694994926452637,11,True,False,False
11,40481025,"{'steamid': '76561198066224729', 'num_games_owned': 127, 'num_reviews': 3, 'playtime_forever': 30599, 'playtime_last_two_weeks': 0, 'last_played': 1552814736}",english,"PUBG is like that one girl you fell in love with. She's great, she gets you, she's fun, she is everything you were looking for. She also turns out to be a gold digger, cheats on you more times then you know and makes you work for it just so you can pay for it too. You maybe start to realise she's really not as hot as she use to be. 

She never really loved you but she also need you to stick around a little longer. So she'll start feeding you good news, she'll try to change it up, wear new clothes and change her hair just to keep your interested, Oh which you've likely worked for and paid for, for her. And when things seem to get worse that's when she tells you she will change and everything will be ok but to be honest 4 years later nothing really will change and she's likely leaving you for a chinese man... if she hasn't already.",1519890912,1519890912,True,613,1340,0.853336930274963379,61,True,False,False
12,51532689,"{'steamid': '76561198037920209', 'num_games_owned': 766, 'num_reviews': 790, 'playtime_forever': 293, 'playtime_last_two_weeks': 0, 'last_played': 1568127569}",english,"Santa: What do you want for Christmas?
Me: I want PUBG to be optimized, all the bugs in it fixed, free loot boxes and properly working servers.
[i]Santa has left the game.[/i]",1561745059,1561745096,True,475,934,0.852425575256347656,17,True,False,False
13,48793421,"{'steamid': '76561197979465809', 'num_games_owned': 64, 'num_reviews': 1, 'playtime_forever': 71203, 'playtime_last_two_weeks': 0, 'last_played': 1572747374}",english,Loot for 20 minutes. Die. Repeat,1549440583,1549440583,True,303,402,0.850525736808776855,0,True,False,False
14,50158866,"{'steamid': '76561198089941758', 'num_games_owned': 254, 'num_reviews': 10, 'playtime_forever': 53869, 'playtime_last_two_weeks': 1, 'last_played': 1575657430}",english,"Broken, buggy, riddled with bulls.hit microtransactions and lootboxes. Deeply, fundamentally flawed. Frustrating. Easy to hate. But when it works, there's not a single game as satisfying and rewarding as this one. I love it as much as I hate it.",1555419616,1555419616,True,217,56,0.847292900085449219,0,True,False,False
15,52889553,"{'steamid': '76561198063443098', 'num_games_owned': 231, 'num_reviews': 1, 'playtime_forever': 42004, 'playtime_last_two_weeks': 0, 'last_played': 1570943580}",english,really good bridges,1561994147,1561994147,True,310,733,0.839939117431640625,0,True,False,False
16,38470993,"{'steamid': '76561198045632240', 'num_games_owned': 67, 'num_reviews': 10, 'playtime_forever': 6924, 'playtime_last_two_weeks': 0, 'last_played': 1535169094}",english,A love hate relationship,1513814583,1513814583,True,1163,770,0.825291752815246582,3,True,False,True
17,38488713,"{'steamid': '76561198142225226', 'num_games_owned': 30, 'num_reviews': 6, 'playtime_forever': 57963, 'playtime_last_two_weeks': 0, 'last_played': 1571616073}",english,"450 Hours of my cpu gasping for oxygen, 11/10",1513861309,1513861309,True,1196,2608,0.824005424976348877,25,True,False,False
18,42463066,"{'steamid': '76561198271890484', 'num_games_owned': 117, 'num_reviews': 24, 'playtime_forever': 1540, 'playtime_last_two_weeks': 0, 'last_played': 1552964680}",english,"Good game, decent optimization. One problem,

▒█▀▀█ ▒█▀▀▀ ▒█▀▀█ ▀█▀ ▒█▀▀▀█ ▒█▄░▒█
▒█▄▄▀ ▒█▀▀▀ ▒█░▄▄ ▒█░ ▒█░░▒█ ▒█▒█▒█
▒█░▒█ ▒█▄▄▄ ▒█▄▄█ ▄█▄ ▒█▄▄▄█ ▒█░░▀█

▒█░░░ ▒█▀▀▀█ ▒█▀▀█ ▒█░▄▀
▒█░░░ ▒█░░▒█ ▒█░░░ ▒█▀▄░
▒█▄▄█ ▒█▄▄▄█ ▒█▄▄█ ▒█░▒█

▒█▀▀█ ▒█░▒█ ▀█▀ ▒█▄░▒█ ░█▀▀█
▒█░░░ ▒█▀▀█ ▒█░ ▒█▒█▒█ ▒█▄▄█
▒█▄▄█ ▒█░▒█ ▄█▄ ▒█░░▀█ ▒█░▒█",1528006620,1528006620,True,3093,1942,0.81871640682220459,137,True,False,False
19,38488924,"{'steamid': '76561198064770938', 'num_games_owned': 637, 'num_reviews': 19, 'playtime_forever': 11765, 'playtime_last_two_weeks': 0, 'last_played': 1572452281}",english,"I apologize for my bad English. Thanks to Google for translatе my letter (review) :)

Dear PLAYERUNKNOWN, I am writing to you from a distant cold north-western part of the Russian Federation, or, more simply, from the Republic of Karelia. My name is Andrey, I'm 22 years old. I became one of your big fans after playing in your modification to the game ArmA 3, I mean BattleRoyal (I apologize if I wrote the name of the mod slightly wrong, there like all the capital letters, but I unfortunately do not remember, played a very long time). Then I believed, and still believe that this is a breakthrough in the gaming industry, a regime where hundreds of players are released to the open terrain, where they have to kill each other with what they find in this locality. And this mode is called Battle Royal, it's cool, isn't?
Thanks to you, I decided to learn more about the setting of the Battle of the King: I watched two parts of the film of the same name, and all sorts of trash American films, like ""The Condemned"" and ""The Hunger Games"", read a couple of books where deytvie occurs in a similar genre, in general, was not boring. I learned a lot of things about survival in different conditions. Maybe someday it will come in handy, but I hope not. Thanks for this.
And now, perhaps, I will go to the root of the problem, because of what I'm just writing this review. Rather, when you were an ordinary mod designer, I would not write about it. But now you have a serious company, and on the sales of this wonderful game you earned, I'm sure a lot of money. So, buy more servers, and if possible, put them in Russia.  I put the search game, waited 10 minutes, got angry, went to the grocery store for an hour, came back, and, wait for it, the game is still being looked for! How i must understand this?! I spent 1/20 of my salary on your game, but I can not play it, because you see, it's not looking for a game. And yet it is badly optimized: in main menu at the low graphics settings I have a slide show. Correct, please.
I hope you will see this appeal to you, or I will have to return my money, sorry.

                                                                                                                                                                           
                                                                                                                       Sincerely, PyaoFacer",1513861656,1514189536,True,899,404,0.81429898738861084,49,True,False,False
20,39265618,"{'steamid': '76561198209022984', 'num_games_owned': 118, 'num_reviews': 6, 'playtime_forever': 14289, 'playtime_last_two_weeks': 0, 'last_played': 1537735513}",english,"███░░████░░██░░███░░██░░█░░█
█░░█░███░░█░░░░░█░░█░░█░██░█
███░░█░░░░█░██░░█░░█░░█░█░██
█░░█░████░░██░░███░░██░░█░░█

█░░░░░██░░░██░░█░░█
█░░░░█░░█░█░░░░██
█░░░░█░░█░█░░░░█░█
████░░██░░░██░░█░░█

░██░░█░░█░███░█░░█░░██
█░░░░████░░█░░██░█░█░░█
█░░░░█░░█░░█░░█░██░████ 
░██░░█░░█░███░█░░█░█░░█",1515704964,1515704964,True,88,10,0.813505649566650391,12,True,False,False
21,40922298,"{'steamid': '76561198188941775', 'num_games_owned': 309, 'num_reviews': 45, 'playtime_forever': 12556, 'playtime_last_two_weeks': 10, 'last_played': 1575314942}",english,CHEATERMOSTKNOWN'S BATTLEGROUNDS,1521475108,1521475108,True,742,952,0.800942778587341309,36,True,False,False
22,39303821,"{'steamid': '76561198094612139', 'num_games_owned': 31, 'num_reviews': 3, 'playtime_forever': 3372, 'playtime_last_two_weeks': 0, 'last_played': 1520281798}",english,"I never ever write reviews for games. In fact, this is the first review I have posted on steam. I'm writting this at 1:15 am for some reason but whatever. I just want to give my opinion on the game as of 1-13-2018. I was very suprised to see that this game has such mixed reviews. Anyway, enough about me; let's get on with the review! 

Pros: (Stuff I like about it)
Fun to play with friends
Great for strategy lovers (Feels like you are really in the hunger games)
Getting a kill is very exiting
Great graphics
Very realistic gameplay
Loading time between each game is very short
Veriety of ways to play
If you die in this game, it's like ""eh, no biggy, on to the next game!"" (Doesn't make me mad easily)
There are a few more I can't think of right now. 

Something to understand:
Alot of waiting. (Depends on playstyle) If you are not a god at fps games, you will probably end up waiting alot and hiding. Most people want to go to areas with lots of people and just play like it's Call of Duty Deathmatch or something. Unless you are like in the top 1% of ffps players, you will die going into big cities and trying to kill everyone. I bought this game expected more shooting and killing, but going guns blazing into a crowded city is not how you win this game. That's not a bad thing as it turns out. I have had loads of fun playing this game, but in a strategic sense. I found that most of the fun I would get out of the game came once you get to be one of the last 10-15 people alive. That's when it gets really intense. My heart starts pounding and my hands start shaking. But up until that point, you mostly are going to be just going through houses and looting for better gear. 

TLDR; Beginning of game is a little boring, middle of the game is ok/good(30-20 people left), end of the game(~10 people left) is amazing and where pubg shines.

Cons:(Stuff I don't like)
Rng can screw you over. Where the circles are is RNG. What weapons you find is RNG. The vehicle spawns are random (mostly) Sometimes you will just get screwed by RNG and can't do anything about it.  
Vehicle phisics are still kinda broken (Look up pubg fails on youtube, half of the ""fails"" will be vehicle glitches
Players can be toxic (squads)
Some game mechanics are not explained when you first start playing. e.g pressing b will change firing modes, ctrl 1,2,3,4 changes vehicle seats, right clicking invintory will make it change slots instantly.

It's getting late so I'm going to wrap this up:

Overall I have really enjoyed this game. I would recommend it to people who enjoy strategy and tactical thinking. It's a great game to play with friends and have a good time. If you like realism in games, this game is for you. The amount of control you have over your character is amazing. If you like the hunger games or ever wanted to feel like you were in it, definetly check this game out. I think that for its price (about half of AAA games like Call of Duty) this game is worth if you like strategy and some fps mixed in. I would give this game a 8/10. Would buy again. 

Anyway sorry for any mistakes in this review, I have no prior experience writing reviews so this one might be a little, uh, ""meh"" Hope this helped and if you ever want someone to play with, hit me up :D Ok good night and good luck in Player Unkown's Battlegrounds!
",1515836708,1515836708,True,255,24,0.798773586750030518,15,True,False,False
23,38728129,"{'steamid': '76561198107242303', 'num_games_owned': 160, 'num_reviews': 24, 'playtime_forever': 45184, 'playtime_last_two_weeks': 0, 'last_played': 1573453169}",english,"CONSISTENT LAG ✔️
90FPS LOOKS LIKE 40 ✔️
GLITCHED CARS ✔️
ASIANS ✔️
SERVER DE-SYNC ✔️
ONE MAP ✔️
INVINCIBLE IN WATER ✔️
MUST BE E-SPORTS READY ✔️",1514360524,1514522197,True,561,653,0.79490208625793457,42,True,False,False
24,49740312,"{'steamid': '76561197975521879', 'num_games_owned': 354, 'num_reviews': 7, 'playtime_forever': 76919, 'playtime_last_two_weeks': 0, 'last_played': 1574486958}",english,"[h1]A Retrospective Review[/h1]

So, I'm over a thousand hours in and I'm stepping away from PUBG for a hiatus. I'm not sure I'll ever be back.

While playing this game I've experienced wonder and elation from the emergent moments. Getting kills or winning games in this pioneer of the Battle Royale genre are unlike anything else in gaming. You can ride the high of a single win for days. I have routinely played with a squad where winning two or three games in a row isn't uncommon. You feel like a god among mortals.

But for every one of those highs there were between 10 and 50 moments of frustration, incredulity, and rage.

This game constantly violates a personally held intense desire for [b]fairness[/b]. And yes, it's on me to regulate my emotional response to a video game. But this game's RNG (circle position and loot distribution) can so directly dictate your percentage-chance of winning a game, it has the same psychological and physiological effects as a losing streak when gambling.

You sit down at the table and place your bet. You've already lost a dozen hands in a row, so your brain tricks you into thinking you're ""due"" for a win. You're dealt two 10s. You split. You're dealt a 9 and a king. Your sympathetic nervous system is in overdrive. You're certain now to win, so your dopamine receptors are primed for a hit. Adrenaline is being fed into your body. Then the dealer flips over their blackjack.

You've been playing PUBG all evening, but you've mostly been playing walking simulator or getting killed early without a gun in your hands. You queue for game, and you drop into North Georgopol with your buddies. No one else is there. You walk out of your first building with your ideal kit, 2/2/2, two first aids and some boosts. And then you see the circle has centered on Novo.

When you don't win, there's a negative fallout because you don't get the dopamine hit you were expecting, so you feel bad [i]physically[/i] - you get that sinking feeling in your stomach, your blood pressure drops precipitously from the high it was at just a moment ago.

The problem is when I feel the loss was unfair, whether because of RNG or shitty netcode/desync, there's a compounding effect. I start to feel the game is working actively against me and in favor of other players. I know this is illogical and is actually not the case. However, when I walk out of the two high tier loot buildings outside of Power Grid on Miramar with a shotgun, a Win94, and no armor and then the redzone centers on me, it's hard not to feel like RN-Jesus doesn't have a vendetta. Or when the bullet that downs me registers when on my screen I'm in a bathroom with no windows and no line of sight to the enemy.

Feel free to tell me to git gud. I know I'm not great at this game. I'm in my thirties, and the last shooter I played seriously was CoD4:MW ten years ago. I'm not carrying anyone to victory, despite occasional flashes of brilliance.

Regardless, the game's persistent issues, and Bluehole's unwillingness or inability to fix them have left me unable to continue playing it. And what's sad is there will likely never be another game like it, since every BR game released since has lacked the military realism and emphasis on strategy and smart positioning that make PUBG so compelling to me.

Ultimately, perhaps if you're better at controlling your emotions than I am, you will continue to relish the victories when the circle falls in your favor, and you get the drop on that last squad or duo. For now, it's just time for me to take a break.",1553450125,1553450516,True,65,6,0.787531077861785889,0,True,False,False
25,51003602,"{'steamid': '76561198151202531', 'num_games_owned': 45, 'num_reviews': 4, 'playtime_forever': 1008, 'playtime_last_two_weeks': 7, 'last_played': 1574732944}",english,"eh, its still better than fortnite",1559436454,1559436454,True,468,298,0.785439014434814453,0,True,False,False
26,50491183,"{'steamid': '76561198007317103', 'num_games_owned': 20, 'num_reviews': 1, 'playtime_forever': 17264, 'playtime_last_two_weeks': 8, 'last_played': 1574763586}",english,"A great shooter and when it works it's second to none in it's genre. I still recommend this game but its negatives are, at times, soul-destroying:-

- Terrible desync (despite having a fast connection, low ping and 0% packet loss)
- Cheaters
- Clunky movement (could be slicker but not to the point of being arcade-y)
- Clunky looting / gearing / player interface (see its competition for how it could be improved)

Fix the above and PUBG would be perfect.",1557053459,1557053591,True,77,5,0.784375786781311035,0,True,False,False
27,54286704,"{'steamid': '76561198280054657', 'num_games_owned': 271, 'num_reviews': 39, 'playtime_forever': 11917, 'playtime_last_two_weeks': 862, 'last_played': 1575736896}",english,🌹,1564061919,1570699925,True,156,13,0.777708709239959717,38,True,False,False
28,39162298,"{'steamid': '76561198034317732', 'num_games_owned': 61, 'num_reviews': 1, 'playtime_forever': 19719, 'playtime_last_two_weeks': 0, 'last_played': 1545014978}",english,"got killed by my friend 3 times in a row in one match, then i kill her and she gets mad and blocks me on steam 10/10 would kill her again.",1515354493,1515354566,True,546,972,0.777606010437011719,15,True,False,False
29,55199944,"{'steamid': '76561198877994832', 'num_games_owned': 12, 'num_reviews': 1, 'playtime_forever': 16480, 'playtime_last_two_weeks': 1291, 'last_played': 1575748193}",english,Too many cheaters :// Stop adding skins etc and fix your game ://,1568992918,1568992918,True,164,28,0.77706146240234375,0,True,False,False
30,45806301,"{'steamid': '76561198060820410', 'num_games_owned': 113, 'num_reviews': 2, 'playtime_forever': 52604, 'playtime_last_two_weeks': 0, 'last_played': 1567014148}",english,"Blueballs, pls outsource development to a company that actually knows how to make video games.

Edit: Okay, the game is pretty good now. They finally figured out how to make video games.",1542178226,1545803292,True,347,149,0.776933193206787109,14,True,False,False
31,40066267,"{'steamid': '76561198165476933', 'num_games_owned': 14, 'num_reviews': 1, 'playtime_forever': 84575, 'playtime_last_two_weeks': 98, 'last_played': 1575121073}",english,South African servers PLEASEEEEE and area lock china !!!!!!,1518607932,1518607932,True,170,23,0.774730861186981201,15,True,False,False
32,40687906,"{'steamid': '76561198203283261', 'num_games_owned': 27, 'num_reviews': 2, 'playtime_forever': 111087, 'playtime_last_two_weeks': 0, 'last_played': 1573822327}",english,"Dear, Playerknown Battleground’s developers 

The reputation of the game you made was extremely overwhelmed in the past year. The game has a very good audience and a strong influence among both streamers and gamers. 
We are applying this letter to you for the following reasons, first, the game reputation reached all over the world in no time. Secondly, due to the increase players in our region for this game, we ask you if you would kind consider opening an official game server in the region due to the lag problems we face when playing Europe servers, and Asia server which these two are the closest to us.
We are speaking on the behave of your game players from the Middle East. As we truly need a server to fix the previous mentioned problems. 
We would appreciate a feedback from you soon ..


Yours sincere, 
Middle East PC gamers.",1520615492,1520615492,True,113,20,0.772649765014648438,6,True,True,False
33,49078088,"{'steamid': '76561197960679801', 'num_games_owned': 51, 'num_reviews': 1, 'playtime_forever': 94526, 'playtime_last_two_weeks': 622, 'last_played': 1575611345}",english,"In a nutshell: ""Where did my bullet(s) go?""",1550516778,1550516778,True,113,128,0.757976174354553223,0,True,False,False
34,38488793,"{'steamid': '76561198061667588', 'num_games_owned': 41, 'num_reviews': 2, 'playtime_forever': 36363, 'playtime_last_two_weeks': 0, 'last_played': 1564144307}",english,"This game is brilliant, and I am a Chinese player.I have to admmit that so many hackers are chinese player.However most of us are also hate those behaviros. I hate hackers too, it doesnt  matter where he/she comes from. Every hacker is a loser , and this is  not about nationality. And those people who have sampling bias are also idiots. No one is qualifiled to take the moral high ground in criticizing others for cheating if he/she baldly expresses racist. Next time when U guys meet a hacker, U can say fvcing cheater! but not FVCKING Chinese cheater.",1513861438,1514039376,True,3680,1034,0.751586079597473145,410,True,False,False
